slug,term,grade,primary_ccss,all_ccss,strand,all_strands,merged,definition,example_1,example_2,key_rule,memory_hook,related_terms,content_status,source_cards
composition-grade-8,Composition,8th,8.G.A.2,8.G.A.2,Geometry,Geometry,,A sequence of two or more transformations applied one after another. The final image is labeled with double-prime marks.,"Translate, then reflect: ABC → A'B'C' → A''B''C''.",A composition of rigid motions is still a rigid motion — the image stays congruent.,Each transformation in the sequence adds a prime mark to the label.,"One transformation, then another.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_composition
cone-grade-8,Cone,8th,8.G.C.9,8.G.C.9,Geometry,Geometry,,A three-dimensional solid with a circular base narrowing to a single point. Its volume is one-third times pi times the radius squared times the height.,V = (1/3)πr²h.,A cone's volume is exactly one-third of a cylinder with the same base and height.,Cone volume is one-third of the matching cylinder's volume.,One-third of a cylinder's volume.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_cone
congruent-grade-8,Congruent,8th,8.G.A.2,8.G.A.2,Geometry,Geometry,,"Having exactly the same size and shape. Two figures are congruent if a sequence of rigid motions maps one onto the other, making all corresponding parts equal.","If △ABC ≅ △DEF, then AB=DE, BC=EF, CA=FD.","Congruent means same size AND same shape; similar means same shape, possibly different size.","A rigid motion (slide, flip, turn) maps congruent figures exactly onto each other.","Same size, same shape, exactly.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_congruent
converse-grade-8,Converse,8th,8.G.B.6,8.G.B.6,Geometry,Geometry,,"If the sum of the squares of two sides equals the square of the third, then the triangle is a right triangle.","Sides 6,8,10: 36+64=100=10² — right triangle.","Sides 4,5,7: 16+25=41≠49 — NOT a right triangle.",Use the converse to check if a triangle is right by testing a²+b²=c².,Check the equation to prove it's a right triangle.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_converse
coordinates-grade-8,Coordinates,8th,8.G.B.8,8.G.B.8,Geometry,Geometry,,"An ordered pair of numbers that specifies a point's position on the plane. The first value is the horizontal x-coordinate, the second is the vertical y-coordinate.","(4, 3) is not the same as (3, 4) — order matters.","Always x, then y.",The coordinates give a point's exact address on the plane.,"x first, y second — a point's address.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_coordinates
corresponding-grade-8,Corresponding,8th,8.G.A.5,8.G.A.5,Geometry,Geometry,,"Angles in matching positions where a transversal crosses two lines. When the lines are parallel, corresponding angles are equal.","If one corresponding angle is 110°, the other is also 110°.","They sit in the same position at each crossing, like top-right and top-right.",Parallel lines make corresponding angles equal.,"Same position, each intersection, equal angles.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_corresponding
cylinder-grade-8,Cylinder,8th,8.G.C.9,8.G.C.9,Geometry,Geometry,,A three-dimensional solid with two parallel circular bases connected by a curved surface. Its volume equals pi times the radius squared times the height.,V = π(3)²(5) = 45π ≈ 141.4 cubic units.,Volume = area of the circular base times height.,Cylinder volume is the circular base area times the height.,"Circle base, straight up, times height.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_cylinder
dilation-grade-8,Dilation,8th,8.G.A.4,8.G.A.4,Geometry,Geometry,,"A transformation that resizes a figure by a scale factor from a center point. The image is similar to the original, with the same shape but a different size.","From the origin with scale factor 2: (x,y) → (2x, 2y).",Scale factor greater than 1 enlarges; between 0 and 1 shrinks.,"Dilation is NOT rigid — the size changes, but the shape stays similar.",Resize from a center point.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_dilation
distance-grade-8,Distance,8th,8.G.B.8,8.G.B.8,Geometry,Geometry,,"The straight-line length between two points on a coordinate plane, found by applying the Pythagorean theorem to the horizontal and vertical changes.","From (0,0) to (4,5) with legs 4 and... wait: distance = √(3²+4²) = √25 = 5.",Make a right triangle from the horizontal and vertical changes; the distance is the hypotenuse.,Use the Pythagorean theorem on the horizontal and vertical legs.,"Make a right triangle, then find the hypotenuse.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_distance
double-prime-grade-8,Double Prime,8th,8.G.A.2,8.G.A.2,Geometry,Geometry,,"Notation using two prime marks to label a figure's vertices after a second transformation, as in A double prime. It shows the image of an image.",A → A' (after first transformation) → A'' (after second).,Original has no mark; one transformation gets one prime; two get double prime.,Each transformation adds one more prime mark.,"Two transformations, two prime marks.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_doubleprime
hypotenuse-grade-8,Hypotenuse,8th,8.G.B.6,8.G.B.6,Geometry,Geometry,,"The longest side of a right triangle, located opposite the right angle. In the Pythagorean theorem it is the side labeled c.","In a²+b²=c², the hypotenuse is always c.",It's always the side directly across from the 90° angle.,The hypotenuse is always the longest side and always opposite the right angle.,"The longest side, across from the right angle.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_hypotenuse
image-grade-8,Image,8th,8.G.A.1,8.G.A.1,Geometry,Geometry,,"The resulting figure after a transformation is applied to the preimage. Its vertices are labeled with primed letters such as A prime, B prime, C prime.","After transforming ABC, the result is A', B', C'.",Read A' as 'A prime'.,The image is the output figure — what you get after transforming.,What you get after transforming.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_image
leg-grade-8,Leg,8th,8.G.B.7,8.G.B.7,Geometry,Geometry,,Either of the two sides of a right triangle that form the right angle. The legs are labeled a and b in the Pythagorean theorem.,"In a²+b²=c², a and b are the legs.","To find a leg, rearrange: a² = c² - b².",The legs are the two shorter sides that meet at the right angle.,One of the two sides forming the right angle.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_leg
legs-grade-8,Legs,8th,8.G.B.8,8.G.B.8,Geometry,Geometry,,"The two perpendicular sides of a right triangle. When finding distance on a coordinate plane, the legs are the horizontal and vertical changes between the points.","Horizontal leg = 6, vertical leg = 8 → distance = √(6²+8²) = 10.",The legs form the right angle; the distance is the hypotenuse.,"On a coordinate plane, the legs are the change in x and the change in y.","Horizontal and vertical changes, forming the right angle.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_legs
preimage-grade-8,Preimage,8th,8.G.A.1,8.G.A.1,Geometry,Geometry,,"The original figure before a transformation is applied. Its vertices are labeled with plain letters, while the transformed image uses primed letters.",ABC is the preimage; A'B'C' is the image.,Pre- means 'before' — the preimage comes first.,"The preimage is the input figure — the original, before any transformation.","The original, before anything happens to it.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_preimage
pythagorean-theorem-grade-8,Pythagorean Theorem,8th,8.G.B.6,8.G.B.6,Geometry,Geometry,,"In a right triangle, the sum of the squares of the two legs equals the square of the hypotenuse. a squared plus b squared equals c squared.","3² + 4² = 9 + 16 = 25 = 5², so c = 5.",Works ONLY for right triangles.,"c is always the hypotenuse — the longest side, across from the right angle.","a² + b² = c², for right triangles only.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_pythagoreanthm
reflection-grade-8,Reflection,8th,8.G.A.2,8.G.A.2,Geometry,Geometry,,"A transformation that flips a figure over a line of reflection, producing a mirror image. Each point and its image are equidistant from the line.","(x, y) → (-x, y) when reflecting over the y-axis.",The image is congruent but reversed.,"Each point and its image are the same distance from the line, on opposite sides.","A flip over a line, like a mirror.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_reflection
right-angle-grade-8,Right Angle,8th,8.G.B.7,8.G.B.7,Geometry,Geometry,,"An angle that measures exactly 90°, forming a square corner. It is marked with a small square symbol rather than an arc.",The corner of a page is a right angle.,"Acute < 90°, right = 90°, obtuse > 90°.","A right angle is marked with a small square, not an arc.","Exactly 90°, a perfect square corner.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_rightangle
rigid-motion-grade-8,Rigid Motion,8th,8.G.A.2,8.G.A.2,Geometry,Geometry,,"A transformation that preserves distances and angles, producing a congruent image. Translations, reflections, and rotations are rigid motions; dilations are not.",A translation slides a figure without changing its size or shape.,A dilation is NOT rigid — its size changes.,Rigid motions always produce a congruent image.,"Slides, flips, and turns — size and shape stay the same.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_rigidmotion
rotation-grade-8,Rotation,8th,8.G.A.3,8.G.A.3,Geometry,Geometry,,A transformation that turns a figure about a fixed center point by a specified angle and direction. The image is congruent to the original.,"90° CCW about the origin: (x,y) → (-y,x).",Size and shape stay the same — only the orientation changes.,A rotation is a rigid motion — the image stays congruent to the original.,A turn around a fixed center point.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_rotation
scale-factor-grade-8,Scale Factor,8th,8.G.A.4,8.G.A.4,Geometry,Geometry,,The ratio of a length in the image to the corresponding length in the original figure. It tells how much a dilation enlarges or reduces a figure.,A side of 4 becomes 8 → scale factor = 8/4 = 2.,k > 1 enlarges; k = 1 keeps the same size; 0 < k < 1 shrinks.,Scale factor compares the image's length to the original's length.,How many times bigger or smaller.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_scalefactor
similar-figures-grade-8,Similar Figures,8th,8.G.A.4,8.G.A.4,Geometry,Geometry,,Figures with the same shape but not necessarily the same size. Their corresponding angles are equal and corresponding sides are proportional.,"A triangle scaled by 2: all sides double, all angles stay equal.",Similar figures use the symbol ~.,Similar figures have equal angles and proportional sides.,"Same shape, sizes can differ.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_similarfigures
sphere-grade-8,Sphere,8th,8.G.C.9,8.G.C.9,Geometry,Geometry,,A perfectly round three-dimensional solid where every surface point is equidistant from the center. Its volume is four-thirds times pi times the radius cubed.,V = (4/3)π(3)³ = 36π ≈ 113.1 cubic units.,Every point on the surface is the same distance r from the center.,"Sphere volume uses r cubed, since a sphere fills three dimensions.","Perfectly round, volume uses r cubed.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_sphere
translation-grade-8,Translation,8th,8.G.A.1,8.G.A.1,Geometry,Geometry,,A transformation that slides every point of a figure the same distance in the same direction. The image is congruent to the original.,"(x, y) → (x+5, y+3) slides right 5 and up 3.","Size, shape, and orientation stay the same.",A translation is a rigid motion — the image stays congruent.,A slide — everything moves the same way.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_translation
transversal-grade-8,Transversal,8th,8.G.A.5,8.G.A.5,Geometry,Geometry,,"A line that intersects two or more other lines. When it crosses parallel lines, it creates pairs of angles with special relationships.",A transversal cutting two parallel lines forms 8 angles.,Angle 1 and angle 5 are corresponding; angle 3 and angle 6 are alternate interior.,"With parallel lines, a transversal creates equal or supplementary angle pairs.",A line that crosses two parallel lines.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_transversal
vector-grade-8,Vector,8th,8.G.A.1,8.G.A.1,Geometry,Geometry,,"A quantity with both magnitude and direction, drawn as an arrow. In translations it specifies how far and in what direction each point moves.","Vector <5, 3> means move 5 right and 3 up.",The first number is horizontal move; the second is vertical move.,A translation vector tells both distance and direction.,An arrow showing how far and which way to slide.,acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_vector
volume-grade-8,Volume,8th,8.G.C.9,8.G.C.9,Geometry,Geometry,,"The amount of three-dimensional space a solid occupies, measured in cubic units. Cylinders, cones, and spheres each have their own volume formula involving pi.",Cylinder: V = πr²h.,Cone: V = (1/3)πr²h. Sphere: V = (4/3)πr³.,"Cylinder, cone, and sphere all use pi and the radius, but the cone has 1/3 and the sphere uses r cubed.","Space inside a solid, measured in cubic units.",acute-obtuse-grade-8; alternate-interior-angles-grade-8; angle-of-rotation-grade-8; axis-of-reflection-grade-8,DONE (OCR from card),g8_volume
association-grade-8,Association,8th,8.SP.A.1,8.SP.A.1,Statistics & Probability,Statistics & Probability,,"The relationship between two variables shown in a scatter plot, described by its direction (positive or negative), form (linear or nonlinear), and strength.",Points trending both up together show positive association.,Points scattered randomly show no association.,"Association can be linear or nonlinear, strong or weak.",How two variables move together.,conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8; line-of-best-fit-grade-8,DONE (OCR from card),sp8_association
conditional-frequency-grade-8,Conditional Frequency,8th,8.SP.A.4,8.SP.A.4,Statistics & Probability,Statistics & Probability,,"A relative frequency calculated within a single row or column of a two-way table, showing the proportion of one category given another.","Of those who like dogs (35 total), 20 also like cats: 20/35 ≈ 57%.","This is out of the row total, not the grand total.","A conditional frequency answers 'given this category, what fraction are also...?'","A fraction within one row or column, not the whole table.",association-grade-8; joint-frequency-grade-8; linear-model-grade-8; line-of-best-fit-grade-8,DONE (OCR from card),sp8_conditionalfrequency
joint-frequency-grade-8,Joint Frequency,8th,8.SP.A.4,8.SP.A.4,Statistics & Probability,Statistics & Probability,,"The count in a single inner cell of a two-way table, representing how many data values fall into one specific combination of both categories.",20 people like both dogs AND cats — that's the joint frequency.,Joint = an inner cell; marginal = a total on the edge.,"A joint frequency is a count inside the table, not a total.","One exact combination, counted.",association-grade-8; conditional-frequency-grade-8; linear-model-grade-8; line-of-best-fit-grade-8,DONE (OCR from card),sp8_jointfrequency
linear-model-grade-8,Linear Model,8th,8.SP.A.3,8.SP.A.3,Statistics & Probability,Statistics & Probability,,An equation of a straight line used to describe the relationship in a data set and to make predictions. Its slope and intercept are interpreted in real-world context.,y = 8x + 50: predict for 5 hours → y = 8(5)+50 = 90 points.,Slope 8 means each hour adds about 8 points; intercept 50 is the predicted score with 0 hours.,Use the linear model to describe the trend and predict new outputs.,An equation that describes the data's trend.,association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; line-of-best-fit-grade-8,DONE (OCR from card),sp8_linearmodel
line-of-best-fit-grade-8,Line of Best Fit,8th,8.SP.A.2,8.SP.A.2,Statistics & Probability,Statistics & Probability,,"A straight line drawn through scatter-plot data to model the overall trend, positioned so the points are balanced as closely as possible around it.","The line follows the data's overall direction, even without touching every point.",About as many points fall above the line as below it.,The line of best fit does not need to touch every point — it captures the overall direction.,The line that best follows the trend.,association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_lineofbestfit
marginal-frequency-grade-8,Marginal Frequency,8th,8.SP.A.4,8.SP.A.4,Statistics & Probability,Statistics & Probability,,"A row or column total in a two-way table, found in the margins. It gives the overall count for a single category, ignoring the other variable.",35 people like dogs in total (20 who also like cats + 15 who don't).,Marginal = edge total (one variable); joint = inner cell (both variables).,A marginal frequency is a total in the margins of the table.,"A total on the edge, for one category.",association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_marginalfrequency
model-fit-grade-8,Model Fit,8th,8.SP.A.2,8.SP.A.2,Statistics & Probability,Statistics & Probability,,A measure of how well a line or curve matches the data it represents. Points clustered closely around the line indicate a strong fit; widely scattered points indicate a weak fit.,Points close to the line show a strong fit.,Points scattered widely show a weak fit.,"The smaller the gaps between points and the line, the better the fit.",How closely the line matches the data.,association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_modelfit
outlier-grade-8,Outlier,8th,8.SP.A.1,8.SP.A.1,Statistics & Probability,Statistics & Probability,,A data point that differs markedly from the overall pattern of a data set. It lies far from the other points and can strongly affect summaries and trend lines.,"Most points follow the trend, but one point stands apart.",An outlier can come from a special case or a measurement error.,One unusual point can change your conclusions — always look for outliers.,A point that doesn't fit the pattern.,association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_outlier
prediction-grade-8,Prediction,8th,8.SP.A.3,8.SP.A.3,Statistics & Probability,Statistics & Probability,,An estimate of an output value made by substituting a new input into a data model's equation. Predictions are most reliable within the range of the observed data.,For 6 hours: y=8(6)+50=98 points predicted.,Predicting far outside the data range is risky — the trend may not continue.,Plug the new input into the model's equation to predict the output.,Use the model to estimate a new value.,association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_prediction
residual-grade-8,Residual,8th,8.SP.A.2,8.SP.A.2,Statistics & Probability,Statistics & Probability,,"The difference between an observed data value and the value predicted by the line of best fit, measured vertically. Small residuals indicate the line fits the data well.","Actual = 80, predicted = 74, residual = 80-74 = 6.",Points above the line have positive residuals; points below have negative residuals.,Residual = actual value minus predicted value.,"How far off the prediction was, for one point.",association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_residual
scatter-plot-grade-8,Scatter Plot,8th,8.SP.A.1,8.SP.A.1,Statistics & Probability,Statistics & Probability,,"A graph of paired numerical data in which each point represents one observation. It is used to reveal relationships, trends, or clusters between two variables.","Each dot is one data pair (hours studied, test score).","As hours go up, scores tend to go up — a positive trend.",Look at the cloud of points as a whole — its shape and direction tell the story.,"Paired data, shown as points, to reveal a pattern.",association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_scatterplot
two-way-table-grade-8,Two-Way Table,8th,8.SP.A.4,8.SP.A.4,Statistics & Probability,Statistics & Probability,,"A table that displays counts of data classified by two categorical variables, with inner cells showing combinations and margins showing row and column totals.","Rows for 'Likes Dogs/Dislikes Dogs', columns for 'Likes Cats/Dislikes Cats'.",Inner cells are joint counts; edges are marginal totals.,A two-way table sorts data by two categorical variables at once.,Counts organized by two categories.,association-grade-8; conditional-frequency-grade-8; joint-frequency-grade-8; linear-model-grade-8,DONE (OCR from card),sp8_twowaytable
